#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 01 08 00 00 158  3.9  4.9  0.94  9.09  6.74 999 1025.1   8.7   9.9   2.7 99.0 99.00
2007 01 08 01 00 169  5.1  6.4  1.00  8.33  6.24 999 1024.7   9.1  10.0   4.0 99.0 99.00
2007 01 08 02 00 138  5.7  7.0  0.87  8.33  5.39 999 1023.1   9.5  10.0   5.5 99.0 99.00
2007 01 08 03 00 124  8.5  9.7  1.00  8.33  4.76 999 1020.8   9.7  10.0   6.0 99.0 99.00
2007 01 08 04 00 139  9.7 11.2  1.14  8.33  4.43 999 1020.0   9.5  10.0   6.3 99.0 99.00
2007 01 08 05 00 133  9.3 11.1  1.29  4.55  4.37 999 1019.0   9.6  10.0   6.6 99.0 99.00
2007 01 08 06 00 122  9.4 11.0  1.36  4.55  4.36 999 1017.0   9.6  10.0   7.0 99.0 99.00
2007 01 08 07 00 121 11.9 14.2  1.74  4.55  4.53 999 1014.3   9.4  10.0   7.6 99.0 99.00
2007 01 08 08 00 120 14.2 17.0  2.05  5.88  4.88 999 1010.9   9.6  10.0   8.5 99.0 99.00
2007 01 08 09 00 140 15.4 19.1  2.66  6.67  5.36 999 1007.7  10.6  10.0   9.5 99.0 99.00
2007 01 08 10 00 150 14.1 17.1  3.25  6.67  5.72 999 1005.8  11.3  10.0  10.6 99.0 99.00
2007 01 08 11 00 185 14.2 18.6  3.40  7.69  5.92 999 1004.1  13.9  10.1  13.2 99.0 99.00
2007 01 08 12 00 227 10.0 13.8  2.94  7.69  5.68 999 1004.2  14.0  10.1  13.2 99.0 99.00
2007 01 08 13 00 227  8.1  9.6  2.46  7.14  5.59 999 1003.6  13.1  10.1  12.7 99.0 99.00
2007 01 08 14 00 224  5.6  6.6  2.66  7.69  5.86 999 1003.0  12.4  10.2  12.0 99.0 99.00
2007 01 08 15 00 221  6.2  8.3  2.68  8.33  6.05 999 1002.4  12.2  10.2  11.7 99.0 99.00
2007 01 08 16 00 229  6.9  8.0  2.85  8.33  6.25 999 1001.1  11.9  10.2  11.5 99.0 99.00
2007 01 08 17 00 218  6.5  8.2  2.48  7.69  6.10 999  999.3  11.7  10.2  11.3 99.0 99.00
2007 01 08 18 00 224  9.3 11.0  2.61  8.33  6.25 999  999.0  12.1  10.2  11.7 99.0 99.00
2007 01 08 19 00 246 12.4 18.3  2.32  7.14  5.69 999  998.8  12.2  10.2  11.2 99.0 99.00
2007 01 08 20 00 274 12.1 15.4  2.45  8.33  5.77 999  999.5  11.5  10.1   8.7 99.0 99.00
2007 01 08 21 00 258  7.3  9.2  2.49  8.33  5.92 999 1000.4  10.9  10.1   7.4 99.0 99.00
2007 01 08 22 00 255 10.8 12.9  2.37  8.33  5.90 999 1001.6  10.8  10.1   6.8 99.0 99.00
2007 01 08 23 00 259 11.6 14.2  2.35  8.33  5.68 999 1002.9  10.6  10.0   4.1 99.0 99.00
2007 01 09 00 00 257 11.1 14.3  2.59  9.09  5.96 999 1004.1  10.4  10.0   4.4 99.0 99.00
2007 01 09 01 00 267 14.3 17.6 99.00 99.00 99.00 999 1004.3   9.5  10.0   0.7 99.0 99.00
2007 01 09 02 00 274 15.5 19.0  3.02 10.00  5.91 999 1005.1   8.2  10.0  -1.9 99.0 99.00
2007 01 09 03 00 272 14.2 17.3  3.27  6.67  6.17 999 1005.8   7.8  10.0  -0.9 99.0 99.00
2007 01 09 04 00 274 14.4 17.2 99.00 99.00 99.00 999 1005.8   6.9   9.9  -1.9 99.0 99.00
2007 01 09 05 00 277 14.0 16.6  3.40  7.69  6.17 999 1005.8   6.4  10.0  -2.6 99.0 99.00
2007 01 09 06 00 281 13.4 16.7  3.22  7.14  6.17 999 1006.1   5.9  10.0  -2.7 99.0 99.00
2007 01 09 07 00 280 13.9 16.5 99.00 99.00 99.00 999 1006.8   5.4  10.0  -3.0 99.0 99.00
2007 01 09 08 00 280 13.2 16.6  2.65  7.14  5.67 999 1008.0   5.1  10.0  -3.0 99.0 99.00
2007 01 09 09 00 281 12.8 15.9  2.74  7.14  5.69 999 1008.1   4.8  10.0  -3.2 99.0 99.00
2007 01 09 10 00 282 12.8 15.2  2.68  9.09  5.88 999 1008.4   4.5  10.0  -3.5 99.0 99.00
2007 01 09 11 00 280 11.8 16.5  2.63  6.67  5.71 999 1009.0   4.5  10.0  -4.0 99.0 99.00
2007 01 09 12 00 279 12.8 16.3  2.48  9.09  5.68 999 1009.4   4.4  10.0  -4.2 99.0 99.00
2007 01 09 13 00 275 12.1 14.9  2.37  6.67  5.49 999 1009.9   4.7  10.0  -3.4 99.0 99.00
2007 01 09 14 00 274 11.3 13.9  2.17  9.09  5.35 999 1010.6   5.0  10.0  -2.8 99.0 99.00
2007 01 09 15 00 268 11.7 13.7  2.17  6.67  5.28 999 1011.1   5.4  10.1  -3.0 99.0 99.00
2007 01 09 16 00 254 10.3 13.9  2.26  7.14  5.33 999 1010.4   5.7  10.1  -2.1 99.0 99.00
2007 01 09 17 00 264 10.5 12.3  2.05  6.25  5.04 999 1009.2   6.1  10.1  -1.6 99.0 99.00
2007 01 09 18 00 258 11.1 13.7  1.99  6.25  5.00 999 1008.6   6.3  10.2  -1.4 99.0 99.00
2007 01 09 19 00 255 11.4 13.9  1.87  5.88  4.98 999 1008.1   6.5  10.2  -2.5 99.0 99.00
2007 01 09 20 00 246 10.9 13.7  2.05  6.25  4.98 999 1008.1   7.1  10.3  -3.2 99.0 99.00
2007 01 09 21 00 240 11.4 14.1  2.08  6.67  5.02 999 1007.9   7.4  10.3  -3.7 99.0 99.00
2007 01 09 22 00 246 11.2 13.8  2.12  6.67  5.07 999 1008.0   7.9  10.3  -2.6 99.0 99.00
2007 01 09 23 00 254 10.5 13.0  2.15  6.25  5.23 999 1008.2   7.9  10.3  -3.1 99.0 99.00
2007 01 10 00 00 282  9.9 11.6  2.01  6.67  5.16 999 1008.7   7.5  10.3  -2.1 99.0 99.00
2007 01 10 01 00 283  9.6 11.6  1.86  6.67  5.12 999 1009.0   7.1  10.2  -2.6 99.0 99.00
2007 01 10 02 00 281  8.8 11.0  1.83  6.67  5.18 999 1009.5   6.6  10.2  -2.7 99.0 99.00
2007 01 10 03 00 283  8.3  9.7  1.76  7.14  5.11 999 1009.9   6.2  10.2  -1.7 99.0 99.00
2007 01 10 04 00 291  8.8 10.5  1.68  6.67  5.04 999 1009.6   5.8  10.2  -2.6 99.0 99.00
2007 01 10 05 00 301 10.3 13.1  1.64  6.25  4.89 999 1008.4   5.5  10.2  -1.5 99.0 99.00
2007 01 10 06 00 306 11.1 13.9  1.66  6.25  4.53 999 1007.6   5.0  10.2  -0.7 99.0 99.00
2007 01 10 07 00 316  8.5 10.6  1.47  6.67  4.44 999 1009.5   4.3  10.2  -1.8 99.0 99.00
