YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 05 05 16 00 270  2.1  2.6 99.00 99.00 99.00 999 1009.3  18.8 999.0  10.9 99.0 99.00
2006 05 05 16 30 240  2.1  2.6 99.00 99.00 99.00 999 1008.8  18.8 999.0  11.7 99.0 99.00
2006 05 05 17 00 240  2.6  3.1 99.00 99.00 99.00 999 1008.5  18.8 999.0  12.8 99.0 99.00
2006 05 05 18 00 210  2.6  2.6 99.00 99.00 99.00 999 1007.7  20.0 999.0  11.7 99.0 99.00
2006 05 05 19 00 200  2.1  2.6 99.00 99.00 99.00 999 1007.2  22.0 999.0   7.2 99.0 99.00
2006 05 05 19 30 200  1.0  2.1 99.00 99.00 99.00 999 1006.8  22.4 999.0   5.5 99.0 99.00
2006 05 05 20 30 210  1.0  1.5 99.00 99.00 99.00 999 1006.4  22.3 999.0   6.3 99.0 99.00
2006 05 05 21 00 220  1.0  2.1 99.00 99.00 99.00 999 1006.3  22.0 999.0   6.5 99.0 99.00
2006 05 05 21 30 240  3.1  3.6 99.00 99.00 99.00 999 1006.1  20.6 999.0   9.2 99.0 99.00
2006 05 05 22 00 250  3.1  3.6 99.00 99.00 99.00 999 1006.0  20.4 999.0   9.6 99.0 99.00
2006 05 05 23 00 310  2.6  4.1 99.00 99.00 99.00 999 1006.2  20.4 999.0   8.5 99.0 99.00
2006 05 05 23 30 310  1.0  1.5 99.00 99.00 99.00 999 1006.5  22.7 999.0   3.3 99.0 99.00
2006 05 06 00 00 260  1.5  3.6 99.00 99.00 99.00 999 1006.7  22.0 999.0   4.2 99.0 99.00
2006 05 06 00 30 260  2.6  3.6 99.00 99.00 99.00 999 1007.2  20.5 999.0   9.5 99.0 99.00
2006 05 06 01 00 240  3.1  4.1 99.00 99.00 99.00 999 1007.4  19.8 999.0  10.3 99.0 99.00
