YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 01 06 15 00  89 12.8 14.3 99.00 99.00 99.00 999 1017.7   2.6 999.0 999.0 99.0 99.00
2005 01 06 16 00  81 13.3 15.4 99.00 99.00 99.00 999 1016.6   2.4 999.0 999.0 99.0 99.00
2005 01 06 17 00  84 12.0 13.3 99.00 99.00 99.00 999 1014.5   2.7 999.0 999.0 99.0 99.00
2005 01 06 18 00  84 13.3 14.8 99.00 99.00 99.00 999 1012.8   3.2 999.0 999.0 99.0 99.00
2005 01 06 19 00  80 11.8 13.2 99.00 99.00 99.00 999 1011.8   3.4 999.0 999.0 99.0 99.00
2005 01 06 20 00  86 11.1 11.9 99.00 99.00 99.00 999 1010.7   3.8 999.0 999.0 99.0 99.00
2005 01 06 21 00  88 11.6 13.0 99.00 99.00 99.00 999 1009.0   4.7 999.0 999.0 99.0 99.00
2005 01 06 22 00  86  9.1 10.1 99.00 99.00 99.00 999 1008.0   5.0 999.0 999.0 99.0 99.00
2005 01 06 23 00  46  4.1  4.4 99.00 99.00 99.00 999 1007.9   5.0 999.0 999.0 99.0 99.00
2005 01 07 00 00  18  8.2  8.7 99.00 99.00 99.00 999 1006.5   5.0 999.0 999.0 99.0 99.00
2005 01 07 01 00 319  4.9  5.4 99.00 99.00 99.00 999 1007.4   3.6 999.0 999.0 99.0 99.00
2005 01 07 02 00 314  5.9  6.1 99.00 99.00 99.00 999 1007.8   3.6 999.0 999.0 99.0 99.00
2005 01 07 03 00 322  4.5  4.8 99.00 99.00 99.00 999 1008.6   3.6 999.0 999.0 99.0 99.00
2005 01 07 04 00 310  1.9  2.2 99.00 99.00 99.00 999 1009.0   3.8 999.0 999.0 99.0 99.00
2005 01 07 05 00 285  4.3  4.6 99.00 99.00 99.00 999 1009.7   3.8 999.0 999.0 99.0 99.00
2005 01 07 06 00 248  4.4  4.7 99.00 99.00 99.00 999 1009.1   4.5 999.0 999.0 99.0 99.00
2005 01 07 07 00 242  8.4  9.3 99.00 99.00 99.00 999 1009.2   5.1 999.0 999.0 99.0 99.00
2005 01 07 08 00 235 10.3 11.2 99.00 99.00 99.00 999 1009.4   4.7 999.0 999.0 99.0 99.00
2005 01 07 09 00 258 13.1 14.4 99.00 99.00 99.00 999 1009.7   4.3 999.0 999.0 99.0 99.00
2005 01 07 10 00 279 11.6 13.6 99.00 99.00 99.00 999 1011.9   3.6 999.0 999.0 99.0 99.00
2005 01 07 11 00 276 10.8 11.7 99.00 99.00 99.00 999 1013.2   3.6 999.0 999.0 99.0 99.00
2005 01 07 12 00 284  9.3 10.3 99.00 99.00 99.00 999 1015.2   3.2 999.0 999.0 99.0 99.00
2005 01 07 13 00 287  9.4 10.2 99.00 99.00 99.00 999 1016.9   3.3 999.0 999.0 99.0 99.00
2005 01 07 14 00 278 10.4 11.4 99.00 99.00 99.00 999 1018.7   3.4 999.0 999.0 99.0 99.00
2005 01 07 15 00 288 11.2 12.0 99.00 99.00 99.00 999 1019.9   3.3 999.0 999.0 99.0 99.00
2005 01 07 16 00 289 12.6 13.5 99.00 99.00 99.00 999 1020.6   3.1 999.0 999.0 99.0 99.00
2005 01 07 17 00 293 10.7 13.0 99.00 99.00 99.00 999 1020.7   2.7 999.0 999.0 99.0 99.00
2005 01 07 18 00 298  9.0 10.2 99.00 99.00 99.00 999 1021.6   2.7 999.0 999.0 99.0 99.00
2005 01 07 19 00 292 10.7 11.9 99.00 99.00 99.00 999 1021.8   2.6 999.0 999.0 99.0 99.00
2005 01 07 20 00 300  9.4 10.2 99.00 99.00 99.00 999 1023.1   2.6 999.0 999.0 99.0 99.00
2005 01 07 21 00 293  8.6  9.3 99.00 99.00 99.00 999 1024.5   2.7 999.0 999.0 99.0 99.00
2005 01 07 22 00 299  8.3  9.3 99.00 99.00 99.00 999 1025.4   2.5 999.0 999.0 99.0 99.00
2005 01 07 23 00 293  7.8  8.2 99.00 99.00 99.00 999 1026.6   2.1 999.0 999.0 99.0 99.00
2005 01 08 00 00 300  7.3  7.7 99.00 99.00 99.00 999 1027.2   1.9 999.0 999.0 99.0 99.00
2005 01 08 01 00 327  5.4  5.7 99.00 99.00 99.00 999 1026.5   1.6 999.0 999.0 99.0 99.00
2005 01 08 02 00 300  4.7  5.1 99.00 99.00 99.00 999 1027.8   1.6 999.0 999.0 99.0 99.00
2005 01 08 03 00 301  3.1  3.7 99.00 99.00 99.00 999 1028.3   1.7 999.0 999.0 99.0 99.00
2005 01 08 04 00 309  3.1  3.4 99.00 99.00 99.00 999 1028.0   1.3 999.0 999.0 99.0 99.00
2005 01 08 05 00 279  2.4  2.8 99.00 99.00 99.00 999 1028.0   1.4 999.0 999.0 99.0 99.00
2005 01 08 06 00 285  1.5  1.9 99.00 99.00 99.00 999 1028.2   1.6 999.0 999.0 99.0 99.00
2005 01 08 07 00 263  0.7  1.1 99.00 99.00 99.00 999 1027.6   1.7 999.0 999.0 99.0 99.00
